"ID","OBJECTID","Value","Count","WHRALL","LIFE_FORM","WHRNUM","WHRNAME","WHRTYPE","WHRSIZE","WHRDENSITY","WHR10NUM","WHR10NAME","WHR13NUM","WHR13NAME","SOURCE_NAME","SOURCE_YEAR"
170,171,171,1770,"WFR2S","CONIFER",58,"White Fir","WFR","2","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",2007
171,172,172,5416,"MRI4P","HARDWOOD",37,"Montane Riparian","MRI","4","P",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",2007
172,173,173,1523,"MRI1M","HARDWOOD",37,"Montane Riparian","MRI","1","M",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",2007
173,174,174,1271,"MRI1P","HARDWOOD",37,"Montane Riparian","MRI","1","P",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",2007
174,175,175,192048,"MHW3D","HARDWOOD",36,"Montane Hardwood","MHW","3","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",2007
175,176,176,59102,"MHC4M","CONIFER",35,"Montane Hardwood-Conifer","MHC","4","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
176,177,177,70014,"MHW5D","HARDWOOD",36,"Montane Hardwood","MHW","5","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",2007
177,178,178,687,"MRI1S","HARDWOOD",37,"Montane Riparian","MRI","1","S",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",2007
178,179,179,7261,"MHW4S","HARDWOOD",36,"Montane Hardwood","MHW","4","S",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",2007
179,180,180,14304,"MHC4P","CONIFER",35,"Montane Hardwood-Conifer","MHC","4","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
180,181,181,1537,"RDW3S","CONIFER",44,"Redwood","RDW","3","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
181,182,182,9005,"RDW3M","CONIFER",44,"Redwood","RDW","3","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
182,183,183,11782,"MRI4M","HARDWOOD",37,"Montane Riparian","MRI","4","M",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",2007
183,184,184,36291,"MHW3M","HARDWOOD",36,"Montane Hardwood","MHW","3","M",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",2007
184,185,185,5112,"MRI1D","HARDWOOD",37,"Montane Riparian","MRI","1","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",2007
185,186,186,11930,"RDW4M","CONIFER",44,"Redwood","RDW","4","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
186,187,187,8878,"MHW1P","HARDWOOD",36,"Montane Hardwood","MHW","1","P",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",2007
187,188,188,8309,"MHW1M","HARDWOOD",36,"Montane Hardwood","MHW","1","M",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",2007
188,189,189,41102,"RDW2D","CONIFER",44,"Redwood","RDW","2","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
189,190,190,6103,"RDW2M","CONIFER",44,"Redwood","RDW","2","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
190,191,191,17087,"MHW3P","HARDWOOD",36,"Montane Hardwood","MHW","3","P",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",2007
191,192,192,11987,"MRI2D","HARDWOOD",37,"Montane Riparian","MRI","2","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",2007
192,193,193,94035,"MHC2D","CONIFER",35,"Montane Hardwood-Conifer","MHC","2","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
193,194,194,19640,"DFR2P","CONIFER",14,"Douglas Fir","DFR","2","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
194,195,195,13841,"MHC2M","CONIFER",35,"Montane Hardwood-Conifer","MHC","2","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
195,196,196,2715,"RDW3P","CONIFER",44,"Redwood","RDW","3","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
196,197,197,281303,"MHW4D","HARDWOOD",36,"Montane Hardwood","MHW","4","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",2007
197,198,198,60454,"URBXX","URBAN",53,"Urban","URB","X","X",80,"Urban",80,"Urban","CALVEG-NorthCoastNW",2007
198,199,199,43010,"MRI3D","HARDWOOD",37,"Montane Riparian","MRI","3","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",2007
199,200,200,25566,"MHC3M","CONIFER",35,"Montane Hardwood-Conifer","MHC","3","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
200,201,201,58334,"MHW4M","HARDWOOD",36,"Montane Hardwood","MHW","4","M",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",2007
201,202,202,12948,"MHC2S","CONIFER",35,"Montane Hardwood-Conifer","MHC","2","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",2007
202,203,203,11813,"JPN5D","CONIFER",24,"Jeffrey Pine","JPN","5","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
203,204,204,18673,"KMC3P","CONIFER",27,"Klamath Mixed Conifer","KMC","3","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
204,205,205,40523,"KMC4D","CONIFER",27,"Klamath Mixed Conifer","KMC","4","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
205,206,206,13854,"KMC3S","CONIFER",27,"Klamath Mixed Conifer","KMC","3","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
206,207,207,124291,"KMC4M","CONIFER",27,"Klamath Mixed Conifer","KMC","4","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
207,208,208,7400,"MHC5P","CONIFER",35,"Montane Hardwood-Conifer","MHC","5","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
208,209,209,215319,"MCHXX","SHRUB",32,"Mixed Chaparral","MCH","X","X",70,"Shrub",70,"Shrub","CALVEG-NorthCoastNW",2007
209,210,210,21632,"KMC4P","CONIFER",27,"Klamath Mixed Conifer","KMC","4","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
210,211,211,146077,"DFR4M","CONIFER",14,"Douglas Fir","DFR","4","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
211,212,212,36696,"KMC3M","CONIFER",27,"Klamath Mixed Conifer","KMC","3","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
212,213,213,6619,"KMC3D","CONIFER",27,"Klamath Mixed Conifer","KMC","3","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
213,214,214,10776,"KMC4S","CONIFER",27,"Klamath Mixed Conifer","KMC","4","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
214,215,215,45142,"KMC5M","CONIFER",27,"Klamath Mixed Conifer","KMC","5","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
215,216,216,25245,"WFR4M","CONIFER",58,"White Fir","WFR","4","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
216,217,217,8286,"WFR5M","CONIFER",58,"White Fir","WFR","5","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
217,218,218,4298,"MRI3M","HARDWOOD",37,"Montane Riparian","MRI","3","M",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",2007
218,219,219,50770,"DFR3M","CONIFER",14,"Douglas Fir","DFR","3","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
219,220,220,79329,"RIVXX","WATER",43,"Riverine","RIV","X","X",90,"Water",90,"Water","CALVEG-NorthCoastNW",2007
220,221,221,33336,"DFR5M","CONIFER",14,"Douglas Fir","DFR","5","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",2007
221,222,222,12904,"KMC5P","CONIFER",27,"Klamath Mixed Conifer","KMC","5","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
222,223,223,11809,"JPN4D","CONIFER",24,"Jeffrey Pine","JPN","4","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
223,224,224,3352,"WFR5P","CONIFER",58,"White Fir","WFR","5","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
224,225,225,1046,"MHW5S","HARDWOOD",36,"Montane Hardwood","MHW","5","S",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",2007
225,226,226,7380,"MHW1S","HARDWOOD",36,"Montane Hardwood","MHW","1","S",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",2007
226,227,227,3951,"MHW5P","HARDWOOD",36,"Montane Hardwood","MHW","5","P",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",2007
227,228,228,1044,"MRI2P","HARDWOOD",37,"Montane Riparian","MRI","2","P",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",2007
228,229,229,1062,"CPC4P","CONIFER",11,"Closed-Cone Pine-Cypress","CPC","4","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
229,230,230,1421,"RDW2P","CONIFER",44,"Redwood","RDW","2","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
230,231,231,24740,"MHW4P","HARDWOOD",36,"Montane Hardwood","MHW","4","P",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",2007
231,232,232,17582,"DFR4S","CONIFER",14,"Douglas Fir","DFR","4","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
232,233,233,40923,"DFR4P","CONIFER",14,"Douglas Fir","DFR","4","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
233,234,234,10820,"WFR4P","CONIFER",58,"White Fir","WFR","4","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
234,235,235,5978,"DFR5P","CONIFER",14,"Douglas Fir","DFR","5","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",2007
235,236,236,27395,"DFR2M","CONIFER",14,"Douglas Fir","DFR","2","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
236,237,237,84777,"KMC5D","CONIFER",27,"Klamath Mixed Conifer","KMC","5","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
237,238,238,1417,"JPN5S","CONIFER",24,"Jeffrey Pine","JPN","5","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
238,239,239,9345,"JPN4P","CONIFER",24,"Jeffrey Pine","JPN","4","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
239,240,240,2121,"JPN2P","CONIFER",24,"Jeffrey Pine","JPN","2","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
240,241,241,50629,"KMC3P","CONIFER",27,"Klamath Mixed Conifer","KMC","3","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW/CALFIRE update",2007
241,242,242,130188,"DFR2D","CONIFER",14,"Douglas Fir","DFR","2","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
242,243,243,18878,"KMC2P","CONIFER",27,"Klamath Mixed Conifer","KMC","2","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW/CALFIRE update",2007
243,244,244,11928,"KMC5P","CONIFER",27,"Klamath Mixed Conifer","KMC","5","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW/CALFIRE update",2007
244,245,245,8337,"MHC4S","CONIFER",35,"Montane Hardwood-Conifer","MHC","4","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
245,246,246,5655,"KMC5S","CONIFER",27,"Klamath Mixed Conifer","KMC","5","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
246,247,247,2482,"KMC5S","CONIFER",27,"Klamath Mixed Conifer","KMC","5","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW/CALFIRE update",2007
247,248,248,4583,"MHC3S","CONIFER",35,"Montane Hardwood-Conifer","MHC","3","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
248,249,249,17168,"KMC3S","CONIFER",27,"Klamath Mixed Conifer","KMC","3","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW/CALFIRE update",2007
249,250,250,2779,"KMC2M","CONIFER",27,"Klamath Mixed Conifer","KMC","2","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
250,251,251,2489,"MRI3P","HARDWOOD",37,"Montane Riparian","MRI","3","P",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",2007
251,252,252,5720,"MHW3S","HARDWOOD",36,"Montane Hardwood","MHW","3","S",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",2007
252,253,253,45068,"KMC4P","CONIFER",27,"Klamath Mixed Conifer","KMC","4","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW/CALFIRE update",2007
253,254,254,19185,"KMC5P","CONIFER",27,"Klamath Mixed Conifer","KMC","5","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE/CALFIRE update",2007
254,255,255,2145,"KMC2S","CONIFER",27,"Klamath Mixed Conifer","KMC","2","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
255,256,256,12838,"DFR4P","CONIFER",14,"Douglas Fir","DFR","4","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",2007
256,257,257,1981,"JPN2S","CONIFER",24,"Jeffrey Pine","JPN","2","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
257,258,258,10683,"MHC3S","CONIFER",35,"Montane Hardwood-Conifer","MHC","3","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",2007
258,259,259,2822,"KMC2P","CONIFER",27,"Klamath Mixed Conifer","KMC","2","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
259,260,260,90078,"DFR5M","CONIFER",14,"Douglas Fir","DFR","5","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
260,261,261,1959,"MRI2M","HARDWOOD",37,"Montane Riparian","MRI","2","M",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",2007
261,262,262,57415,"DFR4D","CONIFER",14,"Douglas Fir","DFR","4","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW/CALFIRE update",2007
262,263,263,11726,"DFR3D","CONIFER",14,"Douglas Fir","DFR","3","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW/CALFIRE update",2007
263,264,264,44164,"MHW2D","HARDWOOD",36,"Montane Hardwood","MHW","2","D",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",2007
264,265,265,2420,"MHC2S","CONIFER",35,"Montane Hardwood-Conifer","MHC","2","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
265,266,266,10823,"KMC4S","CONIFER",27,"Klamath Mixed Conifer","KMC","4","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW/CALFIRE update",2007
266,267,267,26285,"PGSXX","HERBACEOUS",39,"Perennial Grassland","PGS","X","X",60,"Herbaceous",60,"Herbaceous","CALVEG-NorthCoastNW",2007
267,268,268,10697,"DFR5M","CONIFER",14,"Douglas Fir","DFR","5","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW/CALFIRE update",2007
268,269,269,21903,"DFR5P","CONIFER",14,"Douglas Fir","DFR","5","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
269,270,270,10804,"DFR3S","CONIFER",14,"Douglas Fir","DFR","3","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
270,271,271,2110,"MHW2S","HARDWOOD",36,"Montane Hardwood","MHW","2","S",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",2007
271,272,272,2882,"DFR5P","CONIFER",14,"Douglas Fir","DFR","5","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW/CALFIRE update",2007
272,273,273,121693,"DFR5D","CONIFER",14,"Douglas Fir","DFR","5","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW/CALFIRE update",2007
273,274,274,24145,"DFR3P","CONIFER",14,"Douglas Fir","DFR","3","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
274,275,275,694,"CPC2S","CONIFER",11,"Closed-Cone Pine-Cypress","CPC","2","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
275,276,276,4788,"MHW2M","HARDWOOD",36,"Montane Hardwood","MHW","2","M",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",2007
276,277,277,23843,"KMC3D","CONIFER",27,"Klamath Mixed Conifer","KMC","3","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW/CALFIRE update",2007
277,278,278,139877,"KMC4D","CONIFER",27,"Klamath Mixed Conifer","KMC","4","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW/CALFIRE update",2007
278,279,279,80,"COW5S","HARDWOOD",10,"Coastal Oak Woodland","COW","5","S",50,"Hardwood",52,"Hardwood Woodland","CALVEG-NorthCoastNW",2007
279,280,280,8571,"JPN3M","CONIFER",24,"Jeffrey Pine","JPN","3","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
280,281,281,297,"COW4S","HARDWOOD",10,"Coastal Oak Woodland","COW","4","S",50,"Hardwood",52,"Hardwood Woodland","CALVEG-NorthCoastNW",2007
281,282,282,5990,"MHW2P","HARDWOOD",36,"Montane Hardwood","MHW","2","P",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",2007
282,283,283,2228,"JPN3D","CONIFER",24,"Jeffrey Pine","JPN","3","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
283,284,284,9666,"CPC4D","CONIFER",11,"Closed-Cone Pine-Cypress","CPC","4","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
284,285,285,263,"CPC4S","CONIFER",11,"Closed-Cone Pine-Cypress","CPC","4","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
285,286,286,45962,"KMC5M","CONIFER",27,"Klamath Mixed Conifer","KMC","5","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW/CALFIRE update",2007
286,287,287,1274,"DFR1D","CONIFER",14,"Douglas Fir","DFR","1","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
287,288,288,184848,"KMC5D","CONIFER",27,"Klamath Mixed Conifer","KMC","5","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW/CALFIRE update",2007
288,289,289,50122,"WFR4D","CONIFER",58,"White Fir","WFR","4","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
289,290,290,2084,"CPC5D","CONIFER",11,"Closed-Cone Pine-Cypress","CPC","5","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
290,291,291,64,"LPN3S","CONIFER",29,"Lodgepole Pine","LPN","3","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
291,292,292,6289,"JPN3P","CONIFER",24,"Jeffrey Pine","JPN","3","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
292,293,293,11484,"KMC2M","CONIFER",27,"Klamath Mixed Conifer","KMC","2","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW/CALFIRE update",2007
293,294,294,107526,"LACXX","WATER",28,"Lacustrine","LAC","X","X",90,"Water",90,"Water","CALVEG-NorthCoastNW",2007
294,295,295,6538,"JPN4S","CONIFER",24,"Jeffrey Pine","JPN","4","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
295,296,296,16437,"DFR2S","CONIFER",14,"Douglas Fir","DFR","2","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
296,297,297,17057,"JPN4M","CONIFER",24,"Jeffrey Pine","JPN","4","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
297,298,298,9183,"WFR3D","CONIFER",58,"White Fir","WFR","3","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
298,299,299,151579,"KMC4M","CONIFER",27,"Klamath Mixed Conifer","KMC","4","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW/CALFIRE update",2007
299,300,300,81441,"KMC3M","CONIFER",27,"Klamath Mixed Conifer","KMC","3","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW/CALFIRE update",2007
300,301,301,89441,"WFR5D","CONIFER",58,"White Fir","WFR","5","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
301,302,302,3708,"JPN3S","CONIFER",24,"Jeffrey Pine","JPN","3","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
302,303,303,11693,"MHW5M","HARDWOOD",36,"Montane Hardwood","MHW","5","M",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNW",2007
303,304,304,17829,"KMC2S","CONIFER",27,"Klamath Mixed Conifer","KMC","2","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW/CALFIRE update",2007
304,305,305,117,"COW2P","HARDWOOD",10,"Coastal Oak Woodland","COW","2","P",50,"Hardwood",52,"Hardwood Woodland","CALVEG-NorthCoastNW",2007
305,306,306,5152,"JPN5M","CONIFER",24,"Jeffrey Pine","JPN","5","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
306,307,307,4770,"DFR2S","CONIFER",14,"Douglas Fir","DFR","2","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",2007
307,308,308,4312,"DFR4S","CONIFER",14,"Douglas Fir","DFR","4","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",2007
308,309,309,5278,"WFR3M","CONIFER",58,"White Fir","WFR","3","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
309,310,310,198,"LPN3P","CONIFER",29,"Lodgepole Pine","LPN","3","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
310,311,311,93,"COW3S","HARDWOOD",10,"Coastal Oak Woodland","COW","3","S",50,"Hardwood",52,"Hardwood Woodland","CALVEG-NorthCoastNW",2007
311,312,312,344,"SCN2D","CONIFER",48,"Subalpine Conifer","SCN","2","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",2007
312,313,313,2238,"WFR3P","CONIFER",58,"White Fir","WFR","3","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
313,314,314,3636,"WFR3S","CONIFER",58,"White Fir","WFR","3","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
314,315,315,24,"LPN2S","CONIFER",29,"Lodgepole Pine","LPN","2","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
315,316,316,6752,"DFR5S","CONIFER",14,"Douglas Fir","DFR","5","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
316,317,317,756,"URB2P","URBAN",53,"Urban","URB","2","P",80,"Urban",80,"Urban","CALVEG-NorthCoastNW",2007
317,318,318,2403,"RFR5S","CONIFER",45,"Red Fir","RFR","5","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",2007
318,319,319,341,"URB4P","URBAN",53,"Urban","URB","4","P",80,"Urban",80,"Urban","CALVEG-NorthCoastNW",2007
319,320,320,1758,"DFR5S","CONIFER",14,"Douglas Fir","DFR","5","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",2007
320,321,321,6079,"CPC4M","CONIFER",11,"Closed-Cone Pine-Cypress","CPC","4","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
321,322,322,1055,"CPC3P","CONIFER",11,"Closed-Cone Pine-Cypress","CPC","3","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
322,323,323,7880,"MHW1P","HARDWOOD",36,"Montane Hardwood","MHW","1","P",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthCoastNE",2007
323,324,324,10701,"DFR2P","CONIFER",14,"Douglas Fir","DFR","2","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",2007
324,325,325,1832,"JPN2M","CONIFER",24,"Jeffrey Pine","JPN","2","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNW",2007
325,326,326,3645,"DFR3S","CONIFER",14,"Douglas Fir","DFR","3","S",30,"Conifer",31,"Conifer Forest","CALVEG-NorthCoastNE",2007
326,327,327,304581,"MCPXX","SHRUB",34,"Montane Chaparral","MCP","X","X",70,"Shrub",70,"Shrub","CALVEG-NorthInterior",2007
327,328,328,4695,"MHW4P","HARDWOOD",36,"Montane Hardwood","MHW","4","P",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthInterior",2007
328,329,329,132880,"PPN4D","CONIFER",42,"Ponderosa Pine","PPN","4","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthInterior",2007
329,330,330,548806,"SMC4D","CONIFER",51,"Sierran Mixed Conifer","SMC","4","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthInterior",2007
330,331,331,227950,"PPN4M","CONIFER",42,"Ponderosa Pine","PPN","4","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthInterior",2007
331,332,332,359501,"SMC4M","CONIFER",51,"Sierran Mixed Conifer","SMC","4","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthInterior",2007
332,333,333,6670,"MHC3M","CONIFER",35,"Montane Hardwood-Conifer","MHC","3","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthInterior",2007
333,334,334,5867,"MHC3P","CONIFER",35,"Montane Hardwood-Conifer","MHC","3","P",30,"Conifer",31,"Conifer Forest","CALVEG-NorthInterior",2007
334,335,335,608083,"AGSXX","HERBACEOUS",3,"Annual Grassland","AGS","X","X",60,"Herbaceous",60,"Herbaceous","CALVEG-NorthInterior",2007
335,336,336,4155,"MHC3D","CONIFER",35,"Montane Hardwood-Conifer","MHC","3","D",30,"Conifer",31,"Conifer Forest","CALVEG-NorthInterior",2007
336,337,337,10232,"MHW4M","HARDWOOD",36,"Montane Hardwood","MHW","4","M",50,"Hardwood",51,"Hardwood Forest","CALVEG-NorthInterior",2007
337,338,338,667,"MHC2M","CONIFER",35,"Montane Hardwood-Conifer","MHC","2","M",30,"Conifer",31,"Conifer Forest","CALVEG-NorthInterior",2007
